np_classifier_class,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Anthraquinones and anthrones,402.1,378.2706986,1.062995367,9,5,153.75,3,4,14,9,0,23,0.130434783,3,1,0.407,3.907,0.3,89.308,1.858,0,0,1,0,-5.003928272,2.568339961,2.621473576,234.6650059,338.8596678,7.7700243,2.605845045,-5.660600203,-4.887952666,0.99650687,0.002155929,0.166612729,0.493414879,0.326890945,0.945780039,0.997573593,0.93524009,0.993466318,0.194972515,0.013829152,0.000589132,0.784475863,93.15214684,0.644206409,8.456150688,0.016264182,0.000767025,0.000376227,1.35E-05,0.000939675,1.86E-05,0.01328936,1.79E-05,0.000261326,1.56E-05,0.004992381,2.79E-11,0.993498802,0.133857459,2.05719891,1.72358766,1.224210844,3.588131567,5.051633512,4.153339906,0.018882023,0.210608616,0.888665259,0.971565247,0.32135126,0.285960227,0.961137474,0.827428162,7.16E-08,0.51331681,0.562289298,0.73363626,0.109969579,0.787746131,0.710741222,0.816414595,0.943376422,0.410780579,0.782558084,0.628658116,0.76818037,0.477397919,0.009409669,0.078553937,0.958841145,0.090991609,6.93E-05,0.612375557,0.010133023,0.009420008,0.945035219,0.115829825
Flavones,462.12,430.443123,1.073591319,11,6,179.28,5,4,10,11,0,24,0.208333333,5,0,0.302,3.911,0.318,86.966,1.963,1,0,1,0,-3.435432535,1.142088254,0.332256564,240.5278844,354.5629549,5.980883586,4.986097551,-6.244801369,-5.269317327,0.994820833,0.000254812,0.718748808,0.875695005,0.808003351,0.987093646,0.997928345,0.027708188,0.956260085,0.718488932,0.15116331,0.004227466,0.899540544,81.49006088,-0.003233633,16.9121824,3.70E-07,2.46E-07,2.46E-09,1.10E-05,3.93E-08,0.863643646,2.14E-08,0.34453088,0.036021378,0.000484719,6.46E-05,3.75E-15,0.978085935,0.002078138,2.787865062,2.371395766,0.333292551,2.77460239,4.483770135,3.570360293,0.047191489,0.314757735,0.712655485,0.563795984,0.304646283,0.460647076,0.300788313,0.466780841,1.21E-05,0.397278965,0.137171641,0.488154948,0.089016631,0.769169807,0.057385419,0.059397895,0.86580658,0.078271694,0.131020755,0.762414277,0.141362429,0.454368323,0.010291671,0.217485651,0.897989154,0.204011053,0.000293156,0.758370519,0.040581219,0.014226685,0.553604126,0.538428962
Flavones,344.09,334.6547332,1.028194034,7,2,98.36,4,3,10,7,0,18,0.222222222,0,0,0.751,2.351,0.167,19,1.174,0,0,0,0,-4.178246856,2.366955266,2.53439998,220.9467,354.962748,7.256961279,4.165570306,-5.154270422,-4.763250328,0.016217723,0.778806269,0.435881257,0.055747092,0.161132336,0.499740124,0.972583095,0.947079718,0.995354176,0.989661932,0.928163826,0.009085385,0.699649751,97.87006473,-0.452498557,1.65941383,0.992435157,0.8412835,0.286205769,0.037808958,0.009690577,0.913187087,0.000114838,0.999762237,0.985166848,0.041104015,0.012567304,7.74E-07,0.995097816,0.525032878,4.626341991,1.305585264,0.857517506,3.517903734,4.249011706,3.845807869,0.079803459,0.462396771,0.664068401,0.545629919,0.432655901,0.598300397,0.636670709,0.707949281,0.692302763,0.992134571,0.807772994,0.397568882,0.135553077,0.121428609,0.217876554,0.102033861,0.637952447,0.08334247,0.222014204,0.466289312,0.962869108,0.372018546,0.044950023,0.108690947,0.485741436,0.008217081,0.033229489,0.594479799,0.097911276,0.299531221,0.960321188,0.710863411
Isoquinoline alkaloids,353.13,348.1865514,1.014197701,6,0,57.23,0,5,24,6,0,29,0,0,1,0.726,3.189,0.35,61.111,0.793,0,0,0,0,-3.240189648,2.131337309,1.912414761,176.6081402,315.4523027,9.89240631,8.339742434,-4.813568101,-4.669550258,0.174965724,0.044999156,0.001355689,2.86E-06,0.000395596,2.38E-06,0.388825178,0.511167765,0.973611653,0.005257806,0.999446809,0.997198462,0.924921334,84.0216727,0.479317013,17.61981244,0.99920398,0.999994397,0.268279731,0.999988437,0.003834581,0.857898891,0.999998808,0.999777377,0.998569727,0.084600747,0.920251548,0.864592791,5.49E-08,0.069019556,6.226183122,1.526417517,1.374560693,3.765080479,5.704875828,4.756712489,0.549752474,0.589550793,0.545611799,0.771610618,0.796511233,0.836145997,0.707429886,0.953058541,0.000880622,0.074669957,0.889858961,0.738839507,0.906218171,0.477307558,0.762013257,0.77366364,0.991149664,0.158654928,0.278429359,0.584766746,0.899766564,0.247988939,0.19194369,0.011882002,0.11955677,0.000227279,1.04E-06,0.066982791,0.036124814,0.044135913,0.003023848,0.93881923
Isoquinoline alkaloids,313.17,321.2194891,0.974940845,4,1,41.93,2,5,0,4,0,22,0.090909091,5,1,0.847,5.165,0.579,122.4,1.89,0,0,0,0,-2.15126716,1.355419093,1.501201621,148.5720503,279.2085046,10.37506066,8.417474598,-4.54736249,-4.776259028,0.065864734,0.025403811,0.729360342,0.000669599,0.018863201,0.05750978,0.125572026,0.01440095,0.147964314,0.023833886,0.955868602,0.979973912,0.809608519,32.61930439,0.484369112,61.45333411,1.52E-05,0.368088007,0.002428599,0.999966264,0.000329156,0.82995069,0.113592573,0.927290559,0.001206139,0.42169714,0.027852912,0.994157553,0.006363076,0.607285738,15.98598277,3.913812539,1.27524127,3.757867405,5.243025492,4.536067729,0.278484195,0.492447287,0.165704086,0.471382082,0.589253724,0.601487398,0.134684607,0.533486247,0.000114211,0.10894201,0.809634149,0.442094743,0.458428264,0.749761343,0.127380863,0.171560392,0.468986988,0.040167198,0.061116777,0.364989191,0.009955239,0.078507602,0.002580784,0.001249918,0.046855137,0.000444534,1.62E-05,0.003126,0.002828955,0.002430659,0.000353949,0.00870819
Cinnamic acids and derivatives,168.04,162.9829538,1.031028068,4,2,66.76,2,1,6,4,0,7,0.285714286,0,0,0.693,1.542,0.125,7,0.524,0,0,0,1,-1.924394257,1.260178429,1.339686916,215.2622216,287.8866862,4.158463669,3.041836482,-5.096257922,-4.773513881,0.978935301,0.004501629,0.217586026,0.111449957,0.155723155,0.054822624,0.560546607,0.892681479,0.978815675,0.029585486,0.041694149,0.002188554,0.993193686,67.70230667,-0.671177955,25.95034056,0.00195843,0.015753774,0.002598088,0.029475724,0.000775589,0.093576334,0.016766401,0.014893919,0.002813057,0.001667395,0.000304272,0.000351265,0.154447943,0.012722595,3.040031958,1.977671678,0.379278678,2.60206735,3.670130737,2.980853798,0.03904628,0.125406817,0.519442141,0.38358289,0.249181777,0.122743919,0.548072219,0.413194239,0.822957814,0.995716155,0.672326267,0.466210872,0.303188205,0.317218542,0.340462148,0.429460436,0.143018752,0.028324729,0.027483076,0.042984523,0.005651016,0.001767266,7.48E-05,0.00059361,0.025993785,0.001885578,0.001294569,0.472321749,0.000129182,0.029028062,0.142644569,0.000619891
Flavonols,434.08,395.8511525,1.096573794,11,7,190.28,3,4,10,11,0,24,0.125,4,0,0.277,3.931,0.25,88.4,2.042,1,0,1,0,-4.132516293,0.836136109,0.457075852,303.4178235,427.8892998,6.110114878,3.506346814,-6.181517852,-5.005574989,0.993554354,1.48E-05,0.49284029,0.375555634,0.852479249,0.99672886,0.999861318,0.210030794,0.988400578,0.916670859,0.023812085,0.000119188,0.631833315,84.35313815,-0.103791835,15.50528062,4.10E-05,0.001840387,6.10E-09,3.50E-05,9.37E-06,0.163071066,1.16E-07,0.057717286,0.20289354,5.16E-06,0.000276036,1.05E-11,0.998509943,0.379433453,3.785577159,2.458605726,0.615077421,3.206082289,4.722080773,3.939033276,0.046203483,0.604229033,0.614308834,0.588686228,0.314343333,0.735562384,0.710656822,0.25283587,0.000253011,0.867550135,0.199818298,0.356935233,0.009599823,0.810905933,0.010178234,0.011825244,0.907831311,0.019921167,0.490365565,0.722623229,0.730146646,0.533766448,0.114734925,0.091667965,0.849956989,0.565220654,0.005314183,0.449184567,0.01614669,0.305378288,0.878094792,0.118694052
Cinnamic acids and derivatives,374.1,366.6609454,1.020288647,8,4,133.52,8,2,6,8,0,15,0.533333333,1,0,0.342,2.943,0.158,30,1.047,0,0,0,0,-3.754174829,2.411628462,2.335940612,178.5224878,309.9763374,7.615769727,5.040209567,-5.661614083,-4.884622359,0.249134034,0.002390672,0.002322903,0.067249477,0.992071111,0.996285142,0.999679678,0.998543024,0.999334514,0.0154611,0.042158395,0.000613754,0.365904957,76.67722411,-0.31240757,17.55833323,0.049844153,8.75E-05,0.048249446,0.009186543,0.043179572,0.000556004,5.41E-06,0.000318207,0.999536037,0.000161668,0.669480085,7.23E-08,0.9998492,0.814885855,18.64400215,1.821370187,1.056038168,4.041993695,5.201658046,4.926362463,0.116697051,0.848406076,0.444344074,0.63879472,0.185972244,0.692179084,0.999892831,0.22507973,0.018670477,0.917194605,0.136580691,0.291455388,0.039007064,0.776683569,0.006190543,0.044679366,0.668288708,0.007463532,0.901420832,0.397947639,0.207893059,0.131122202,0.168276966,0.186798289,0.016220141,0.042380571,0.000700405,0.134442329,0.009813273,0.073870704,0.1640784,0.128908992
Cinnamic acids and derivatives,120.06,136.612273,0.878837585,1,0,17.07,2,1,6,1,0,7,0.285714286,0,0,0.539,1.706,0.125,4,0.798,0,0,0,1,-1.777514647,1.856349453,1.699082728,15.99645172,197.1163763,7.13941134,5.029914666,-4.417437412,-4.221375214,0.108887531,0.671141982,0.008535037,0.007368207,0.347110987,0.452732086,0.480559826,0.536346316,0.902320087,0.058152489,0.912746012,0.696153998,0.257003486,69.10177055,0.106951034,27.04266782,0.628542602,0.055447061,0.957605541,0.419950455,0.240340322,0.170048118,0.015660796,0.001617611,0.025646169,0.11256098,0.436727822,0.028610775,0.800736308,0.568504453,8.973822374,2.137650156,1.057575434,3.88421887,4.404583012,4.144110111,0.146507517,0.582948208,0.610362351,0.449678749,0.13045314,0.141701549,0.99371171,0.201801553,0.977013409,0.993704855,0.533280313,0.199403882,0.759063065,0.107624687,0.121826269,0.600603819,0.307109654,0.033012901,0.035833031,0.103284791,0.00050073,0.000124924,0.000642671,9.00E-05,0.249573961,0.00020051,0.003951284,0.007180124,2.10E-05,0.000372468,0.001509643,0.000323411
Flavonols,332.05,308.8529897,1.075106964,8,5,140.59,2,3,10,8,0,18,0.111111111,0,0,0.354,2.671,0.062,20,1.736,0,0,0,0,-3.784184919,1.606081927,1.565914416,316.1915722,379.0293835,7.324332065,3.277630043,-5.374390498,-4.836354168,0.7149266,0.004061052,0.012657123,0.075285077,0.863997206,0.980521407,0.999398207,0.383522034,0.983564734,0.898742676,0.339633286,0.00457637,0.959890544,97.28857684,-0.680018364,2.195056292,0.974415898,0.827013195,0.000925731,0.004332102,0.005695626,0.008176359,8.41E-05,0.211598381,0.983343661,3.23E-05,0.181521907,6.39E-08,0.946466148,0.844195247,11.93432828,1.90585458,1.088824735,3.801945648,4.573522806,4.191380189,0.031895518,0.527489662,0.83653146,0.626277924,0.433290273,0.585712373,0.964332521,0.513884246,0.110251695,0.988566458,0.53941685,0.343219876,0.003161197,0.320447266,0.043110259,0.015168912,0.955330372,0.021429539,0.78907299,0.324277401,0.990193784,0.276711076,0.314259171,0.753301144,0.811599672,0.83506459,0.288824379,0.954401195,0.206708446,0.938159049,0.990203619,0.768591523
Flavones,460.1,427.806664,1.075485818,11,5,176.12,5,4,10,11,0,25,0.2,5,0,0.357,3.897,0.273,87.286,1.722,0,0,1,0,-2.590858125,1.456921284,0.664416815,202.164675,294.632975,3.458920305,4.579719861,-6.315284027,-5.18826248,0.999967694,9.75E-06,0.838733137,0.412553728,0.250006735,0.722614318,0.924210936,0.007223273,0.485889375,0.008155331,0.072528534,0.000482019,0.996594369,84.17494535,-0.441443407,13.62383186,5.35E-07,6.59E-08,2.01E-09,9.84E-07,6.53E-07,0.975848138,7.55E-07,0.000322082,2.43E-08,0.000465102,6.42E-06,3.07E-10,0.01484882,0.000108647,1.234702352,2.841904128,0.159426944,2.910708829,4.413045113,3.477011896,0.018378943,0.092137866,0.962735474,0.351846933,0.423548907,0.549102366,0.115365341,0.26003933,9.41E-06,0.269850165,0.329018086,0.479053766,0.040787246,0.712192297,0.115978606,0.269083112,0.945232987,0.065266363,0.038188618,0.309055984,0.381433934,0.001736819,0.000126479,0.028067315,0.132525742,0.00053436,0.045410112,0.1691266,0.000521752,0.005471718,0.038468909,0.047094885
Cinnamic acids and derivatives,342.1,316.8130672,1.079816571,9,6,156.91,5,2,6,9,0,14,0.357142857,5,0,0.217,3.703,0.4,52.143,2.126,0,0,0,0,-2.154883711,0.419324134,-0.44979686,196.7418304,331.8501811,7.00614143,5.00064221,-6.329497065,-5.207645807,0.996538639,1.20E-05,0.278885126,0.99543994,0.995088888,0.999696555,0.999161639,0.009313466,0.838296056,0.069137104,0.003944046,0.027150605,0.741335273,62.27452974,-0.377734883,39.36637757,1.07E-06,2.90E-06,4.70E-08,0.000126147,9.63E-06,0.072202921,4.78E-07,0.000242265,0.000907872,8.17E-06,0.654203176,1.39E-10,0.993052363,0.030847158,3.292722616,2.317960051,0.368970518,2.863941152,4.629240462,3.79165643,0.038993221,0.51813072,0.300012439,0.715396821,0.205476344,0.263398767,0.989523351,0.135604516,0.00053695,0.510195732,0.032783706,0.407958835,0.149184451,0.910938919,0.02441825,0.127699822,0.125789553,0.036533061,0.329799801,0.326132685,0.008777457,0.157778144,0.394833595,0.003889851,0.275448263,0.022099545,0.001337077,0.284466416,0.037097331,0.040198874,0.012627814,0.140436172
Cinnamic acids and derivatives,478.15,456.2955671,1.047895343,11,7,186.37,9,3,6,11,0,20,0.45,5,1,0.155,3.956,0.348,69.774,1.797,1,0,1,0,-2.845459321,1.17341482,0.702065606,189.833086,311.1189289,7.020274679,5.937885738,-6.36273119,-5.192049502,0.998702765,3.04E-06,0.141499713,0.962694515,0.999234552,0.999776866,0.999941191,0.160113096,0.959810257,0.162663043,0.00124356,0.001722116,0.731932044,63.07432953,-0.321570798,31.48265975,8.81E-07,6.53E-06,4.54E-07,0.090920955,1.69E-05,0.700079143,1.51E-07,0.002052086,0.908183515,1.33E-06,0.745940626,2.92E-11,0.999586284,0.957324982,10.4658733,2.2726675,0.6674287,3.322701767,4.926117397,4.256344862,0.083497606,0.729665816,0.430266589,0.843479633,0.229153112,0.47787717,0.99955827,0.087153561,1.22E-05,0.209719688,0.051685862,0.485148191,0.026454782,0.975729406,0.012626912,0.056905296,0.76346904,0.017628089,0.929730654,0.69340378,0.08115615,0.043768469,0.686365843,0.038554266,0.329729021,0.861131847,0.043553591,0.848819852,0.071017809,0.56308341,0.277270705,0.557329118
Flavonols,740.17,716.1582722,1.033528521,15,7,242.88,12,6,10,15,0,40,0.3,5,1,0.08,4.507,0.154,122.444,1.458,1,0,1,1,-5.197166496,2.992664434,3.542218153,362.3478335,484.5780216,10.33436738,4.539413842,-6.099087594,-4.854522083,0.992823005,0.001270694,0.034211673,0.01304245,0.992284949,0.999815483,0.999997596,0.939660132,0.999797046,0.238492593,0.99422121,6.98E-07,0.220228508,95.36562146,-0.199350627,5.070161631,0.124790601,3.08E-08,0.000125351,1.76E-12,0.11223042,0.000351247,0.008518484,0.143304095,0.995099366,5.62E-09,0.001923851,7.25E-25,1,0.009078819,2.293161456,2.477897399,0.821858361,4.090716573,4.754726325,4.564945282,0.127061069,0.738256514,0.538554192,0.84573698,0.35093081,0.982335985,0.998424649,0.251826912,5.32E-07,0.286367208,0.106579684,0.380549878,0.241213486,0.417761534,0.001141245,0.052028745,0.991217136,0.073500402,0.810347736,0.998484671,0.162647709,0.020560296,0.059362292,0.241898268,0.999810517,0.994886696,0.037195981,0.999848962,0.972981632,0.478350669,0.999615908,0.999680877
Cinnamic acids and derivatives,640.2,595.4661543,1.075124078,16,10,265.52,12,4,6,16,0,26,0.461538462,10,0,0.072,4.72,0.483,100.488,1.604,1,0,1,1,-2.242507096,0.132115096,-0.741161374,197.4745155,357.1264704,6.514916458,5.852914698,-6.432706773,-5.067200048,0.999929428,6.49E-08,0.403009057,0.999943138,0.999976168,0.99999967,0.999998975,0.00088899,0.887777209,0.023588782,0.000545543,0.001063611,0.727717221,61.48387445,-0.408085319,35.09036889,3.96E-11,1.18E-07,4.31E-12,0.000339606,1.02E-06,0.186497211,8.34E-11,3.82E-07,0.198172465,7.71E-06,0.016416501,1.59E-18,0.999846101,0.701675296,2.490624099,2.866290248,0.520899921,3.085497446,4.978080617,4.117776766,0.069822483,0.768826425,0.384369582,0.866214991,0.128432542,0.443715572,0.998069465,0.03467007,1.98E-08,0.01153353,0.003170972,0.343188226,0.025040859,0.997135997,0.004453102,0.025228443,0.435988188,0.022504706,0.877217948,0.754356802,0.020862551,0.042474482,0.051970847,0.000667586,0.164578468,0.027190709,1.16E-05,0.594906807,0.000177036,0.009510148,0.004226162,0.012870458
Flavonols,372.12,369.2467037,1.007781508,7,0,76.36,6,3,10,7,0,18,0.333333333,0,0,0.655,2.22,0.25,19,0.768,0,0,0,0,-4.353851177,2.776589695,2.434093691,160.1048499,332.70109,9.046349696,3.954164982,-4.510492223,-4.539288654,0.004503236,0.998113036,0.030521417,0.123669565,0.002959907,0.020949125,0.934301414,0.035155479,0.961157441,0.946296394,0.999969006,0.005255034,0.573252797,92.50552809,0.081587049,7.251083923,0.987235129,0.999625802,0.570054173,0.993637085,0.366621584,0.888328314,0.006497288,0.999856353,0.988547921,0.099964894,0.022412425,0.734302938,0.672259212,0.84569478,6.740972942,1.392962637,1.56069615,3.71614759,4.470207819,4.040996202,0.130428612,0.489159495,0.736646652,0.515769005,0.399860233,0.496992439,0.367223948,0.846032858,0.572670698,0.950393796,0.650816977,0.47649616,0.494539231,0.180467054,0.461163163,0.252947956,0.325508416,0.099246688,0.094777256,0.313219339,0.988877594,0.503679335,0.018045848,0.182003751,0.789182246,0.02342457,0.005341031,0.408099681,0.736588597,0.224159047,0.631858826,0.774204314
Cinnamic acids and derivatives,474.08,445.800432,1.063435488,12,6,208.12,11,2,6,12,0,18,0.611111111,2,0,0.172,3.514,0.091,36,0.705,1,0,1,0,-2.754869509,1.33623362,1.358298109,242.4697437,311.8922487,3.20293939,3.486470502,-7.074827287,-4.92009528,0.999986649,1.84E-10,4.06E-05,0.602507293,0.996543019,0.997499655,0.998737523,0.991598487,0.999705493,4.22E-05,1.20E-05,9.78E-06,0.977569938,78.29992787,-0.322275026,13.82450824,0.000594409,1.44E-07,3.36E-06,1.97E-06,0.000232818,0.000769187,1.17E-05,7.42E-05,0.013144879,3.59E-10,0.144238681,1.86E-10,0.993547022,0.008811388,7.895069471,1.774668423,0.687233735,3.601472804,4.688485419,4.484232222,0.014065453,0.090463459,0.687378824,0.252631098,0.073174492,0.338693529,0.999955297,0.034405321,0.009777484,0.928281069,0.059414305,0.289732844,0.010354496,0.858765006,0.003803437,0.316668183,0.341109693,0.007112008,0.224290729,0.077781968,0.001006186,0.122104265,0.046539828,0.00030785,0.001362299,0.000212385,0.06628824,0.536753356,0.00101765,0.001157293,0.003416259,0.038117472
Isoquinoline alkaloids,311.15,318.5830302,0.976668468,4,2,52.93,2,5,0,4,0,23,0.086956522,5,1,0.817,5.404,0.474,123.429,2.105,0,0,0,0,-2.591686665,1.77196969,1.795169033,175.6416031,297.9990815,9.459162065,8.037257398,-4.663238565,-4.61149989,0.037447814,0.000831001,0.746436238,0.000804722,0.448055804,0.948171705,0.948137302,0.002112655,0.007781682,0.102782674,0.132616699,0.998602927,0.959860206,52.9496916,0.22394345,45.77842969,0.009108273,0.705959439,0.06736856,0.619933367,0.000978121,0.673873603,0.992462099,0.955445051,0.011432557,6.95E-05,0.006214681,0.066531524,0.117325447,0.91156286,24.3874181,2.542782812,1.271668199,3.76831628,5.442394407,4.636194763,0.147254348,0.487829685,0.066471919,0.489932686,0.670812905,0.688534617,0.555379152,0.452957898,0.000733489,0.258336663,0.90693146,0.43671459,0.481305122,0.734480798,0.076047562,0.132566959,0.481785268,0.031654172,0.078262359,0.350483894,3.71E-05,0.005703213,0.001291843,0.000117876,0.056913774,0.000494706,5.81E-06,0.255697727,7.91E-05,0.033720601,4.99E-05,0.005452956
Isoquinoline alkaloids,624.32,657.5625193,0.949445842,8,1,72.86,10,6,10,8,0,34,0.294117647,2,0,0.208,3.599,0.368,113.077,0.517,0,0,1,1,-3.822592584,2.802952536,2.710341937,166.9895767,321.5930638,10.28072803,8.39133345,-4.791264691,-4.751912087,4.41E-05,0.993618965,0.013361169,0.006213546,0.274210155,0.017904043,0.969446311,0.96582365,0.993241847,0.954251885,0.999996781,0.244392291,0.961576641,67.1686748,0.223780364,28.85533681,2.24E-07,1,0.000146792,1,5.15E-06,0.999489188,0.878508866,1,0.043453764,0.999877453,0.0260897,0.999779165,0.66309917,0.96024543,10.99602709,3.189815383,1.78005258,4.523380039,6.241131272,5.247077045,0.881169617,0.88802278,0.008839485,0.553297877,0.207432032,0.979370475,0.22269091,0.723218262,2.05E-10,0.000413051,0.916076601,0.495314389,0.792802215,0.978436649,0.059089631,0.092127219,0.882307827,0.050344191,0.458506525,0.89493072,0.010734986,0.013976092,8.25E-06,6.63E-07,0.017150616,4.80E-07,8.37E-10,0.000287981,1.57E-07,0.000349263,7.00E-06,0.000313077
Anthraquinones and anthrones,538.09,521.8161883,1.031186866,10,6,189.66,1,6,14,10,0,36,0.027777778,0,0,0.18,2.884,0.067,80,0.683,1,0,1,1,-10.05967284,4.272195187,6.107266022,365.6352331,589.6872605,8.133731854,-4.599537974,-5.372072695,-4.780199733,0.935884118,0.872530282,0.180723369,0.023937941,0.013621449,0.994606505,0.999861272,0.998601258,0.999934554,0.93668741,0.533318341,2.68E-06,0.88555938,95.79424175,0.6946792,5.83403319,1,0.99997282,0.948659301,0.002015619,0.088154435,0.013198684,0.0217402,0.050824713,0.146005481,1.51E-05,0.003720383,9.29E-10,1,0.982893288,0.188432547,2.341335322,1.456731245,4.315587756,5.090387268,4.500039318,0.025995355,0.564311981,0.99958533,0.993017077,0.613728344,0.690465152,0.998221815,0.940395474,1.62E-08,0.979478776,0.973395765,0.873265386,0.145735547,0.572248757,0.974982917,0.883238435,0.998105764,0.770423353,0.999652624,0.873156905,0.999896765,0.161407858,0.006911296,0.846839011,0.998620152,0.705322742,0.006248023,0.995415688,0.06203464,0.408973306,0.999996066,0.975202143
Flavones,344.09,334.6547332,1.028194034,7,2,98.36,4,3,10,7,0,18,0.222222222,0,0,0.751,2.426,0.167,19,1.162,0,0,0,0,-4.458158775,2.646149572,2.627227108,192.9346982,321.7135361,7.64752654,4.109488648,-5.107024644,-4.772768767,0.103337668,0.738394916,0.293883353,0.035669565,0.157996655,0.401866794,0.856324285,0.861267865,0.978612185,0.88078928,0.830147505,0.131495163,0.905915201,95.89261055,-0.576378712,3.895171895,0.981107593,0.728107333,0.759811759,0.00572153,0.443535626,0.681467891,0.077558585,0.997184575,0.846020103,0.039766591,0.475232482,2.91E-05,0.999989986,0.93669945,3.794698434,1.191630982,0.973456399,3.747810066,4.544952891,4.04545646,0.140558884,0.505420268,0.877142847,0.537202179,0.363428414,0.477666885,0.57379055,0.743776679,0.303248227,0.963146269,0.733986735,0.442676812,0.257194847,0.185411289,0.323690355,0.201841056,0.37551868,0.082122333,0.216039747,0.385971755,0.971584141,0.25033161,0.22306475,0.351140916,0.413573116,0.021585122,0.121042818,0.596156478,0.37488994,0.686464906,0.971444726,0.828444302
Flavones,610.15,552.3177249,1.104708345,16,11,280.43,6,5,10,16,0,30,0.2,10,0,0.13,4.821,0.444,122.949,1.952,1,0,1,1,-3.557707799,0.218725995,-1.126818167,241.9517024,469.8507338,2.97672036,5.281275093,-6.372816639,-5.000443779,0.999942899,4.99E-09,0.950315416,0.985818838,0.993219907,0.999977237,0.99998497,0.000100561,0.851039767,0.428692073,0.000987496,5.00E-05,0.962502062,83.01446591,-0.020470373,15.36252298,6.32E-11,6.57E-07,1.37E-15,2.13E-06,2.39E-10,0.444773316,1.38E-11,0.001305231,0.003417398,1.06E-05,2.09E-07,1.26E-19,0.538981795,0.000792501,2.468697371,3.523226257,0.370870652,2.592525324,4.671995326,3.442645914,0.014580186,0.407693028,0.892381668,0.766121864,0.443083823,0.639492571,0.679799438,0.12746039,6.68E-08,0.149338216,0.031421836,0.368902326,0.010991777,0.971105337,0.009201298,0.006240839,0.92223376,0.051486883,0.50714314,0.787589967,0.007595701,0.122212037,0.00507546,0.000314543,0.106209889,0.001956303,1.63E-06,0.125030532,1.13E-05,0.001654463,0.011181805,0.002839933
Flavonols,316.06,300.0627628,1.053312971,7,4,120.36,2,3,10,7,0,18,0.111111111,0,0,0.535,2.456,0.062,19,1.44,0,0,0,0,-4.190518084,2.063449966,1.984086155,276.1470216,344.4477364,6.701282497,2.880335523,-5.30729414,-4.834471407,0.192730278,0.346151859,0.008630564,0.337247431,0.244360507,0.955973092,0.995375926,0.996975541,0.999940038,0.988020718,0.467793316,0.000299451,0.625632226,98.29814272,-0.674816831,1.79430347,0.99892658,0.811778665,0.191711798,0.001331016,0.702083766,0.153966665,0.00043917,0.811042368,0.934101939,4.42E-06,0.00306944,2.17E-07,0.979271472,0.987142563,10.43384347,1.45963459,1.04400533,3.777262636,4.580868514,4.154073095,0.069280706,0.530227482,0.895225346,0.589991748,0.460128397,0.665616751,0.822029114,0.628629506,0.470025957,0.994946778,0.673240304,0.353153348,0.015720936,0.209626123,0.084678486,0.027515721,0.858640194,0.0273335,0.505822301,0.344507903,0.96664077,0.326581478,0.383637518,0.541247725,0.864834189,0.628447652,0.498926342,0.868508458,0.584231615,0.891196191,0.978051603,0.847717583
Flavones,448.1,413.1471377,1.084601487,11,8,201.28,3,4,10,11,0,24,0.125,5,0,0.247,4.06,0.286,91,2.027,1,0,1,0,-3.733770708,0.65662586,-0.185569093,261.5564112,400.5214323,4.543758142,4.911505949,-6.267626058,-5.001585773,0.997167051,6.54E-07,0.586464107,0.794908419,0.984846446,0.999737479,0.999840366,0.009207587,0.955591142,0.409414649,0.00813162,0.000555065,0.906674743,83.88975668,0.013221807,14.60921833,0.002967413,0.00026144,1.14E-09,1.21E-06,5.04E-07,0.834840536,9.67E-08,0.79786247,0.751781523,3.35E-06,0.003102077,4.23E-17,0.965897918,0.082319945,5.137709626,2.536862249,0.460981225,2.830819304,4.55739193,3.639505238,0.021147182,0.382983327,0.838207603,0.655765176,0.478157848,0.72808516,0.844816864,0.284506142,3.15E-05,0.808583677,0.253423572,0.469679534,0.00685842,0.840350211,0.024330711,0.015164104,0.955370188,0.046666425,0.607640326,0.623851418,0.290967315,0.176724195,0.057179883,0.111540683,0.283985466,0.119669117,0.00392765,0.850804389,0.001823966,0.145751178,0.711070955,0.315129608
